ID Earthquake,Flag Tsunami,Year,Month,Focal Depth,EQ Primary,Mw Magnitude,Ms Magnitude,Mb Magnitude,Intensity,Country,State,Location name,Region code,Earthquake : Deaths,Earthquake : Deaths Description,Earthquake : Missing,Earthquake : Missing Description,Earthquake : Injuries,Earthquake : Injuries Description,Earthquake : Damage (in M$),Earthquake : Damage Description,Earthquakes : Houses destroyed,Earthquakes : Houses destroyed Description,Earthquakes : Houses damaged,Earthquakes : Houses damaged Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Total Effects : Houses Damaged,Total Effects : Houses Damaged Description,Latitude,Longitude
4270,,1962,7.0,69.0,6.8,,6.8,,,COLOMBIA,,"COLOMBIA:  MISTRATO, MANIZALES",160.0,47.0,Few (~1 to 50 deaths),,,300.0,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,,Many (~101 to 1000 houses),47.0,Few (~1 to 50 deaths),,,300.0,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,,Many (~101 to 1000 houses),5.2, -76.4
4268,,1962,7.0,21.0,7.4,,7.4,,,PANAMA,,PANAMA,100.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,7.5, -82.0
4266,Tsunami,1962,5.0,33.0,7.2,,7.2,,,MEXICO,,MEXICO:  S,150.0,3.0,Few (~1 to 50 deaths),,,16.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,3.0,Few (~1 to 50 deaths),,,16.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,17.2, -99.5
6407,Tsunami,1963,10.0,48.0,7.1,7.1,7.0,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,50.0,,,,,,,,,,,,,,,,,,,,,,,,,44.426, 149.272
6327,Tsunami,1963,12.0,45.0,7.5,,7.5,,,TONGA,,TONGA TRENCH,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-24.8, -176.6
4304,Tsunami,1963,10.0,13.0,8.5,8.5,8.1,7.7,9.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,44.77, 149.798
6408,Tsunami,1963,12.0,64.0,6.6,,6.6,,,INDONESIA,,"INDONESIA:  JAVA:  LABUHAN, MENES, PONOROGO",60.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),-6.4, 105.4
9961,,1963,9.0,28.0,7.5,7.5,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-10.286, 165.413
4305,Tsunami,1963,10.0,28.0,7.9,7.9,7.2,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,50.0,,,,,,,,,,,,,,,,,,,,,,,,,44.772, 150.563
9960,,1963,9.0,35.0,7.5,7.5,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-10.472, 165.77
4292,,1963,5.0,65.0,6.0,,6.0,,,INDONESIA,,INDONESIA:  BALI,60.0,,,,,,,,,,,,,,,,,,,,,,,,,-8.2, 115.6
4306,,1963,11.0,100.0,8.3,,8.3,7.8,,INDONESIA,,INDONESIA:  BANDA SEA,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-6.86, 129.58
6594,Tsunami,1964,7.0,15.0,6.8,,6.8,6.9,,RUSSIA,,RUSSIA:  KAMCHATKA,50.0,,,,,,,,,,,,,,,,,,,,,,,,,47.159, 153.876
4313,Tsunami,1964,4.0,130.0,7.0,,7.0,5.6,7.0,INDONESIA,,INDONESIA:  BANDA ACEH,60.0,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,5.9, 95.7
4311,Tsunami,1964,3.0,33.0,9.2,9.2,8.4,,10.0,USA,AK,ALASKA,150.0,15.0,Few (~1 to 50 deaths),,,,,284.0,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,139.0,Many (~101 to 1000 deaths),,,,,400.0,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),,,61.017, -147.648
4326,,1964,7.0,100.0,7.4,,,,,MEXICO,,MEXICO:  GUERRERO,150.0,78.0,Some (~51 to 100 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,18.3, -100.4
6410,Tsunami,1964,12.0,40.0,,,,,,JAPAN,,"NW. HONSHU ISLAND, JAPAN",30.0,,,,,,,,,,,,,,,,,,,,,,,,,40.4, 138.9
4324,,1964,7.0,,7.5,,,,,VANUATU,,VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-15.5, 166.5
4307,,1964,1.0,90.0,5.2,,5.2,,,INDONESIA,,INDONESIA:  SULAWESI:  PINRANG,170.0,8.0,Few (~1 to 50 deaths),,,27.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,8.0,Few (~1 to 50 deaths),,,27.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,,,-3.7, 119.4
4310,,1964,2.0,33.0,4.6,,,,,AZORES (PORTUGAL),,AZORES,130.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,38.8, -28.4
4322,Tsunami,1964,6.0,40.0,7.5,,,,5.0,JAPAN,,JAPAN:  HONSHU:  W COAST,30.0,26.0,Few (~1 to 50 deaths),,,450.0,Many (~101 to 1000 deaths),80.0,EXTREME (~$25 million or more),2250.0,Very Many (~1001 or more houses),2250.0,Very Many (~1001 or more houses),26.0,Few (~1 to 50 deaths),,,450.0,Many (~101 to 1000 deaths),80.0,EXTREME (~$25 million or more),2250.0,Very Many (~1001 or more houses),,,38.65, 139.2
9813,Tsunami,1964,5.0,,6.6,,6.6,,,JAPAN,,JAPAN:  NW. HONSHU ISLAND,30.0,,,,,,,,,,,,,,,,,,,,,,,,,40.4, 139.0
4331,Tsunami,1964,11.0,45.0,7.6,,7.6,,8.0,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-5.7, 150.7
6547,Tsunami,1964,5.0,30.0,6.9,,6.9,,,JAPAN,,JAPAN:  NW. HONSHU ISLAND,30.0,,,,,,,,MODERATE (~$1 to $5 million),2.0,Few (~1 to 50 houses),,,,,,,,,,MODERATE (~$1 to $5 million),2.0,Few (~1 to 50 houses),,,40.3, 139.0
6417,Tsunami,1965,10.0,28.0,6.5,,6.5,,3.0,CHILE,,CHILE:  SOUTHERN,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-42.9, -75.13
4347,Tsunami,1965,3.0,20.0,7.6,7.6,7.4,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,150.0,,,,,,,,,,,,,,,,,,,,,,,,,50.32, 177.93
6412,Tsunami,1965,3.0,58.0,6.0,,6.0,,6.0,CHILE,,CHILE:  CENTRAL,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-31.81, -71.26
6413,Tsunami,1965,6.0,,7.2,,7.2,6.6,,RUSSIA,,RUSSIA:  KURIL ISLANDS,50.0,,,,,,,,,,,,,,,,,,,,,,,,,44.7, 148.7
6416,Tsunami,1965,8.0,13.0,7.6,7.6,7.3,,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,MODERATE (~$1 to $5 million),,,,Some (~51 to 100 houses),,,,,,,,MODERATE (~$1 to $5 million),,,,Some (~51 to 100 houses),-15.8, 167.2
6595,Tsunami,1965,8.0,33.0,7.3,,7.3,6.8,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,-15.9, 166.8
9812,,1965,4.0,36.0,6.0,,6.0,,,JAPAN,,"JAPAN:  AICHI, SHIZOUKA PREFECTURES",30.0,1.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,1.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,34.9, 138.0
4334,Tsunami,1965,1.0,6.0,7.6,,7.6,,,INDONESIA,,INDONESIA:  SANANA ISLAND,170.0,71.0,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),3000.0,Very Many (~1001 or more houses),,,71.0,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),3000.0,Very Many (~1001 or more houses),,,-2.4, 126.1
4345,,1965,3.0,61.0,7.3,,,,,CHILE,,CHILE:  CENTRAL,160.0,400.0,Many (~101 to 1000 deaths),,,,,125.0,EXTREME (~$25 million or more),,,,,,,,,,,,,,,,,-32.4, -71.2
4356,Tsunami,1965,8.0,28.0,7.8,,7.8,6.6,,MEXICO,,"MEXICO:  ME\XICO CITY, OAXACA",150.0,6.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),6.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),16.3, -95.8
4337,Tsunami,1965,2.0,36.0,8.7,8.7,7.8,7.7,6.0,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,0.01,LIMITED (roughly corresponding to less than $1 million),,,,,51.29, 178.55
6414,Tsunami,1965,7.0,40.0,6.5,,6.5,7.0,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,53.03, -167.55
6411,Tsunami,1965,2.0,36.0,7.0,,7.0,,,CHILE,,CHILE:  NORTHERN,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-25.67, -70.63
4351,,1965,4.0,59.0,6.6,,6.6,6.5,8.0,USA,WA,WASHINGTON:  SEATTLE,150.0,7.0,Few (~1 to 50 deaths),,,,,28.0,EXTREME (~$25 million or more),,,,,7.0,Few (~1 to 50 deaths),,,,,28.0,EXTREME (~$25 million or more),,,,,47.4, -122.3
4383,Tsunami,1966,12.0,47.0,7.8,,7.8,,8.0,CHILE,,"CHILE:  TALTAL, CATALINA",160.0,3.0,Few (~1 to 50 deaths),,,6.0,Few (~1 to 50 deaths),0.4,LIMITED (roughly corresponding to less than $1 million),,Many (~101 to 1000 houses),,,3.0,Few (~1 to 50 deaths),,,6.0,Few (~1 to 50 deaths),0.4,LIMITED (roughly corresponding to less than $1 million),,Many (~101 to 1000 houses),,,-25.5, -70.7
4371,Tsunami,1966,7.0,33.0,5.5,,5.5,,6.0,RUSSIA,,RUSSIA:  BLACK SEA,40.0,,,,,,,,,,,,,,,,,,,,,,,,,44.75, 37.0
4378,,1966,9.0,8.0,5.2,,,,,COLOMBIA,,COLOMBIA,160.0,6.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,4.6, -73.9
4368,Tsunami,1966,6.0,31.0,7.1,7.1,7.7,7.4,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  GUADALCANAL,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-10.343, 160.883
4386,Tsunami,1966,12.0,83.0,7.8,7.8,7.5,7.3,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-11.893, 166.445
7445,Tsunami,1966,12.0,23.0,7.2,7.2,7.1,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-12.334, 166.684
6421,Tsunami,1967,11.0,35.0,5.9,,5.9,,,CHILE,,CHILE:  NORTHERN,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-28.78, -71.19
4391,,1967,2.0,60.0,6.8,,,,9.0,COLOMBIA,,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",160.0,98.0,Some (~51 to 100 deaths),,,,,20.0,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,2.9, -74.9
6630,Tsunami,1967,12.0,33.0,7.5,,7.5,,,CHILE,,CHILE:  NORTHERN,160.0,1.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,1.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,-21.7, -69.5
4394,,1967,2.0,80.0,6.8,,6.8,,9.0,INDONESIA,,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",60.0,54.0,Some (~51 to 100 deaths),,,300.0,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),2000.0,Very Many (~1001 or more houses),5000.0,Very Many (~1001 or more houses),54.0,Some (~51 to 100 deaths),,,300.0,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),2000.0,Very Many (~1001 or more houses),5000.0,Very Many (~1001 or more houses),-9.2, 113.1
4397,Tsunami,1967,4.0,100.0,6.1,,6.1,,,INDONESIA,,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",60.0,14.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),2000.0,Very Many (~1001 or more houses),,,14.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),2000.0,Very Many (~1001 or more houses),,,5.5, 97.3
4407,,1967,7.0,161.0,6.8,,6.8,,,COLOMBIA,,COLOMBIA,160.0,20.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,6.8, -73.0
6596,Tsunami,1967,3.0,38.0,7.0,,7.0,,8.0,RUSSIA,,RUSSIA:  KURIL ISLANDS,50.0,,,,,,,,,,,,,,,,,,,,,,,,,45.53, 151.11
4396,Tsunami,1967,4.0,33.0,5.5,,5.5,,8.0,INDONESIA,,INDONESIA:  MAKASSAR STRAIT,170.0,58.0,Some (~51 to 100 deaths),,,100.0,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,71.0,Some (~51 to 100 deaths),,,100.0,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,-3.7, 119.3
4415,Tsunami,1967,8.0,30.0,6.4,,6.4,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,170.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,-4.4, 152.5
4438,Tsunami,1968,5.0,7.0,8.2,8.2,,,6.0,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,30.0,52.0,Some (~51 to 100 deaths),,,330.0,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),689.0,Many (~101 to 1000 houses),,,52.0,Some (~51 to 100 deaths),,,330.0,Many (~101 to 1000 deaths),131.0,EXTREME (~$25 million or more),1218.0,Very Many (~1001 or more houses),,,40.8, 143.2
6423,Tsunami,1968,8.0,10.0,,,,,,JAPAN,,JAPAN:  SEIKAIDO-NANKAIDO,30.0,,,,,,,,,,,,,,,,,,,,,,,,,33.3, 132.2
4432,Tsunami,1968,4.0,30.0,7.5,,7.5,,7.0,JAPAN,,"JAPAN:  KYUSHU, SHIKOKU",30.0,1.0,Few (~1 to 50 deaths),,,22.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,1.0,Few (~1 to 50 deaths),,,22.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,32.3, 132.5
4452,Tsunami,1968,8.0,25.0,7.6,,7.6,,,INDONESIA,,"INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,1.4, 126.2
4427,,1968,2.0,74.0,7.8,,,,8.0,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,,,,,-5.5, 153.2
4454,Tsunami,1968,8.0,23.0,7.4,,,,8.0,INDONESIA,,"INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA",170.0,,,,,,,,,,,,,200.0,Many (~101 to 1000 deaths),,,58.0,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),800.0,Many (~101 to 1000 houses),,,0.2, 119.8
4466,,1968,10.0,516.0,7.5,,7.5,6.8,,JAPAN,,JAPAN:  BONIN ISLANDS,30.0,,,,,,,,,,,,,,,,,,,,,,,,,26.3, 140.6
4441,,1968,5.0,65.0,7.7,,7.7,6.1,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-2.9, 139.3
4448,Tsunami,1968,8.0,36.0,7.3,,7.3,,,PHILIPPINES,,PHILIPPINES:  LUZON:  MANILA,170.0,270.0,Many (~101 to 1000 deaths),,,261.0,Many (~101 to 1000 deaths),8.0,SEVERE (~>$5 to $24 million),,Few (~1 to 50 houses),,Many (~101 to 1000 houses),270.0,Many (~101 to 1000 deaths),,,261.0,Many (~101 to 1000 deaths),8.0,SEVERE (~>$5 to $24 million),,Few (~1 to 50 houses),,Many (~101 to 1000 houses),16.5, 122.2
4465,Tsunami,1968,9.0,114.0,5.7,,,,,MEXICO,,MEXICO-GUATEMALA:  S CHIAPAS,150.0,20.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,15.5, -92.7
4440,,1968,5.0,21.0,7.1,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  NW COAST,170.0,3.0,Few (~1 to 50 deaths),,,,,3.0,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,-41.7, 172.0
4469,,1968,10.0,21.0,7.5,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",170.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,-3.4, 143.3
4431,,1968,2.0,,7.6,,,,,AZORES (PORTUGAL),,AZORES,130.0,,,,,,,,,,,,,,,,,,,,,,,,,37.7, -29.4
4443,Tsunami,1968,6.0,44.0,7.2,,7.2,6.0,,JAPAN,,JAPAN:  SANRIKU,30.0,,,,,,,,,,,,,,,,,,,,,,,,,39.4, 143.1
4429,,1968,2.0,3.0,6.3,,,,,JAPAN,,JAPAN:  KYUSHU,30.0,3.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,3.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,32.0, 130.6
4439,Tsunami,1968,5.0,33.0,7.5,,,,,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,30.0,,,,,,,,,,,,,,,,,,,,,,,,,41.5, 142.7
4451,,1968,8.0,36.0,7.5,,,,7.0,MEXICO,,"MEXICO:  OAXACA, GUERRERO",150.0,18.0,Few (~1 to 50 deaths),,,,,2.4,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,16.5, -97.8
6422,Tsunami,1968,1.0,40.0,7.3,7.3,7.3,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,50.0,,,,,,,,,,,,,,,,,,,,,,,,,43.586, 146.701
4473,,1969,1.0,204.0,7.6,,7.6,,,JAPAN,,JAPAN:  HOKKAIDO,30.0,,,,,,,,,,,,,,,,,,,,,,,,,45.0, 143.2
4502,,1969,10.0,10.0,4.8,,4.8,5.2,8.0,USA,CA,CALIFORNIA:  SANTA ROSA,150.0,1.0,Few (~1 to 50 deaths),,,,,8.35,SEVERE (~>$5 to $24 million),,,,,1.0,Few (~1 to 50 deaths),,,,,8.35,SEVERE (~>$5 to $24 million),,,,,38.467, -122.692
4472,,1969,1.0,47.0,7.5,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA ISABEL ISLAND,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,,,,,-7.9, 158.9
4508,,1969,11.0,20.0,7.7,,7.7,,,INDONESIA,,INDONESIA:  OFF NW COAST SUMATERA,60.0,,,,,,,,,,,,,,,,,,,,,,,,,2.1, 94.6
6597,Tsunami,1969,8.0,17.0,5.4,,5.4,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-6.6, 146.9
4509,Tsunami,1969,11.0,51.0,7.3,,7.3,,10.0,RUSSIA,,RUSSIA:  OFF KAMCHATKA,50.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,57.7, 163.6
6425,Tsunami,1969,4.0,41.0,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,30.0,,,,,,,,,,,,,,,,,,,,,,,,,32.2, 132.1
4474,,1969,1.0,70.0,7.5,,7.5,5.9,,INDONESIA,,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",170.0,,,,,,,,,,,,,,,,,,,,,,,,,4.8, 127.4
4494,Tsunami,1969,8.0,30.0,8.2,8.2,7.8,,9.0,RUSSIA,,"RUSSIA:  SHIKOTAN ISLAND, KURILSKIYE",50.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,MODERATE (~$1 to $5 million),,,,,43.6, 147.9
4476,Tsunami,1969,2.0,13.0,7.4,,7.4,,8.0,INDONESIA,,"INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",170.0,64.0,Some (~51 to 100 deaths),,,97.0,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),1287.0,Very Many (~1001 or more houses),,,664.0,Many (~101 to 1000 deaths),,,97.0,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),1287.0,Very Many (~1001 or more houses),,,-3.1, 118.9
6555,Tsunami,1970,12.0,7.0,5.1,,5.1,,,RUSSIA,,RUSSIA:  BLACK SEA,40.0,,,,,,,,,,,,,,,,,,,,,,,,,43.84, 39.34
6432,Tsunami,1970,11.0,33.0,6.0,,6.0,5.8,,CHILE,,CHILE:  NORTHERN,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-20.94, -69.81
6427,Tsunami,1970,6.0,10.0,6.0,,6.0,,,CHILE,,CHILE:  SOUTHERN,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-52.0, -73.8
4526,Tsunami,1970,4.0,40.0,7.3,,7.3,6.5,6.0,PHILIPPINES,,PHILIPPINES:  LUZON,170.0,15.0,Few (~1 to 50 deaths),,,200.0,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,,,,15.0,Few (~1 to 50 deaths),,,200.0,Many (~101 to 1000 deaths),,MODERATE (~$1 to $5 million),,,,,15.78, 121.71
4530,Tsunami,1970,5.0,44.0,6.5,,6.5,,8.0,RUSSIA,,RUSSIA:  DAGESTAN,40.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Some (~51 to 100 houses),,Some (~51 to 100 houses),,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Some (~51 to 100 houses),,,43.0, 47.1
9962,,1970,8.0,39.0,7.5,7.5,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-14.095, 166.57
6430,Tsunami,1970,7.0,34.0,7.0,,7.0,,,JAPAN,,"SEIKAIDO, JAPAN",30.0,,,,,13.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,13.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,32.2, 131.7
4546,,1970,9.0,8.0,6.6,,6.6,,,COLOMBIA,,COLOMBIA:  BAHIA SOLANO,160.0,,,,,2.0,Few (~1 to 50 deaths),0.4,LIMITED (roughly corresponding to less than $1 million),104.0,Many (~101 to 1000 houses),,,,,,,2.0,Few (~1 to 50 deaths),0.4,LIMITED (roughly corresponding to less than $1 million),104.0,Many (~101 to 1000 houses),,,6.2, -77.6
6428,Tsunami,1970,6.0,44.0,6.4,,6.4,6.1,,CHILE,,CHILE:  NORTHERN,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-22.28, -70.55
7654,Tsunami,1970,3.0,29.0,6.0,,6.0,,5.0,USA,AK,ALASKA:  ANDREANOF ISLANDS,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,57.5, -153.9
4514,Tsunami,1970,1.0,73.0,7.6,,7.6,7.1,6.0,PHILIPPINES,,PHILIPPINES:  MINDANAO,170.0,,,,,,,,,,,,,,,,,,,,,,,,,6.8, 126.7
4547,Tsunami,1970,9.0,33.0,5.3,,5.3,,7.0,PHILIPPINES,,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",170.0,,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,20.6, 122.0
4550,Tsunami,1970,10.0,8.0,7.3,,7.3,7.1,8.0,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  MADANG,170.0,15.0,Few (~1 to 50 deaths),,,20.0,Few (~1 to 50 deaths),1.75,MODERATE (~$1 to $5 million),800.0,Many (~101 to 1000 houses),800.0,Many (~101 to 1000 houses),18.0,Few (~1 to 50 deaths),,,20.0,Few (~1 to 50 deaths),1.75,MODERATE (~$1 to $5 million),800.0,Many (~101 to 1000 houses),,,-4.907, 145.471
6328,Tsunami,1970,9.0,,5.1,,5.1,,,NEW ZEALAND,,NEW ZEALAND,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-44.64, 173.62
7504,,1970,5.0,17.0,5.7,,5.7,,,RUSSIA,,RUSSIA:  DAGESTAN,40.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,43.0, 47.0
4539,,1970,6.0,12.0,7.5,,7.5,6.5,,CANADA,,"CANADA:  QUEEN CHARLOTTE ISLANDS, BRITISH COLOMBIA",150.0,,,,,,,,,,,,,,,,,,,,,,,,,51.8, -131.0
4515,,1970,2.0,11.0,7.1,,7.1,7.0,,PHILIPPINES,,"PHILIPPINES:  LUZON, ROMBLON I; TABLAS I:  ODIONGAN",170.0,3.0,Few (~1 to 50 deaths),,,,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,,,3.0,Few (~1 to 50 deaths),,,,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,,,12.6, 122.1
