ID Earthquake,Flag Tsunami,Year,Month,Focal Depth,EQ Primary,Mw Magnitude,Ms Magnitude,Mb Magnitude,Intensity,Country,State,Location name,Region code,Earthquake : Deaths,Earthquake : Deaths Description,Earthquake : Missing,Earthquake : Missing Description,Earthquake : Injuries,Earthquake : Injuries Description,Earthquake : Damage (in M$),Earthquake : Damage Description,Earthquakes : Houses destroyed,Earthquakes : Houses destroyed Description,Earthquakes : Houses damaged,Earthquakes : Houses damaged Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Total Effects : Houses Damaged,Total Effects : Houses Damaged Description,Latitude,Longitude
6697,Tsunami,1500,,,,,,,,USA,HI,HAWAII,150.0,,,,,,,,,,,,,,Some (~51 to 100 deaths),,,,,,,,,,,,
6017,Tsunami,1510,10.0,,7.0,,7.0,,,JAPAN,,JAPAN:  ENSHUNADA SEA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,34.5, 137.6
5950,Tsunami,1510,9.0,,6.7,,6.7,,,JAPAN,,"SEIONAIKAI, JAPAN",30.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,34.6, 135.4
5951,Tsunami,1520,4.0,,7.0,,7.0,,,JAPAN,,"JAPAN:  KII, KUMANANONADA",30.0,,,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,33.6, 136.3
690,,1520,,,,,,,10.0,CHILE,,CHILE,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-40.0, -74.0
10434,,1522,10.0,,,,,,10.0,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL ISLAND,130.0,5000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Very Many (~1001 or more houses),5000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Very Many (~1001 or more houses),37.7, -25.4
697,,1523,,,,,,,,MEXICO,,MEXICO:  VERACRUZ,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,SEVERE (~>$5 to $24 million),,,,,19.2, -96.4
9790,Tsunami,1537,,,,,,,,MEXICO,,MEXICO:  SOUTHERN,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,
708,,1538,,,,,,,,MEXICO,,MEXICO:  MEXICO CITY,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,SEVERE (~>$5 to $24 million),,,,,19.2, -99.1
710,,1542,3.0,,,,,,,MEXICO,,MEXICO:  MEXICO CITY,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,19.2, -99.1
716,,1543,,,,,,,10.0,CHILE,,CHILE,160.0,,Few (~1 to 50 deaths),,,,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,,,-19.0, -70.5
6037,Tsunami,1545,2.0,,,,,,,JAPAN,,JAPAN:  IZU PENINSULA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,34.8, 139.0
720,,1547,5.0,,,,,,10.0,AZORES (PORTUGAL),,"AZORES:  SANTA BARBARA, FREGUES",130.0,,,,,,,,,,,,,,,,,,,,,,,,,38.7, -27.3
744,Tsunami,1562,10.0,,8.0,,8.0,,11.0,CHILE,,CHILE,160.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,-38.7, -73.5
751,,1566,,,7.8,,,,7.0,COLOMBIA,,COLOMBIA,160.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0, -77.3
755,,1568,12.0,,,,,,,MEXICO,,"MEXICO:  COCULA,JALISCO",150.0,60.0,Some (~51 to 100 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,60.0,Some (~51 to 100 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,20.2, -103.5
757,Tsunami,1570,2.0,,8.3,,8.3,,11.0,CHILE,,CHILE:  OLD CONCEPCION,160.0,,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,2000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,-36.75, -73.0
760,,1573,,,,,,,,MEXICO,,MEXICO:  COLIMA,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,SEVERE (~>$5 to $24 million),,,,,19.2, -104.0
767,Tsunami,1575,12.0,,8.5,,8.5,,10.0,CHILE,,CHILE:  VALDIVIA,160.0,21.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,1321.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Some (~51 to 100 houses),,,-39.8, -73.2
5957,Tsunami,1586,1.0,,8.2,,8.2,,,JAPAN,,JAPAN:  ISE BAY,30.0,8000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),10000.0,Very Many (~1001 or more houses),,,8000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),10000.0,Very Many (~1001 or more houses),,,35.0, 136.8
6038,Tsunami,1589,3.0,,6.7,,6.7,,,JAPAN,,"SURUGA, JAPAN",30.0,,,,,,,,,,,,,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,34.8, 138.2
802,Tsunami,1591,7.0,,,,,,10.0,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL (SAN MIGUEL),130.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,37.783, -25.5
808,Tsunami,1596,9.0,,6.9,,6.9,,,JAPAN,,JAPAN:  BEPPU BAY,30.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,708.0,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),80.0,Some (~51 to 100 houses),,,33.3, 131.7
5958,Tsunami,1597,9.0,,6.4,,6.4,,,JAPAN,,JAPAN:  BEPPU BAY,30.0,,,,,,,,,,,,,40.0,Few (~1 to 50 deaths),,,,,,,,,,,33.3, 131.6
812,,1599,6.0,,,,,,8.0,PHILIPPINES,,PHILIPPINES:  MANILA,170.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,14.6, 121.0
816,,1600,11.0,,,,,,6.0,PHILIPPINES,,PHILIPPINES:  MANILA,170.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,14.6, 121.0
818,,1601,1.0,,,,,,8.0,PHILIPPINES,,PHILIPPINES:  MANILA,170.0,,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,14.6, 121.0
5959,Tsunami,1602,2.0,,7.2,,7.2,,,JAPAN,,JAPAN:  BOSO,30.0,,,,,,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,,,35.1, 140.5
820,,1603,,,,,,,,MEXICO,,"MEXICO:  OAXACA, MIXTECA",150.0,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,18.0, -92.5
830,,1604,12.0,,,,,,10.0,CHILE,,CHILE,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-29.9, -71.3
822,,1604,3.0,,,,,,,MEXICO,,MEXICO:  OAXACA,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,17.0, -96.3
834,Tsunami,1605,2.0,,7.9,,7.9,,,JAPAN,,JAPAN:  ENSHUNADA,30.0,,,,,,,,,,Some (~51 to 100 houses),,Some (~51 to 100 houses),1001.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),80.0,Some (~51 to 100 houses),,,33.5, 138.5
833,Tsunami,1605,2.0,,7.9,,7.9,,,JAPAN,,JAPAN:   NANKAIDO,30.0,,,,,,,,,,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),5000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),400.0,Many (~101 to 1000 houses),,,33.0, 134.9
837,,1608,1.0,,,,,,,MEXICO,,MEXICO:  OAXACA,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,17.0, -96.3
851,,1610,11.0,,,,,,9.0,PHILIPPINES,,PHILIPPINES:  LUZON:  E,170.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,17.0, 122.0
853,,1611,8.0,,,,,,,MEXICO,,"MEXICO:  MEXICO CITY,JALISCO",150.0,,,,,,,,,,,,,,,,,,,,,,,,,19.5, -99.1
856,Tsunami,1611,12.0,,8.1,,8.1,,,JAPAN,,JAPAN:  SANRIKU,30.0,,,,,,,,,,,,,5000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,39.0, 144.5
854,,1611,9.0,,,,,,,MEXICO,,MEXICO,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,19.5, -99.1
855,,1611,9.0,,,,,,,JAPAN,,JAPAN:  AIDU,30.0,3700.0,Very Many (~1001 or more deaths),,,,,,,,,,,,,,,,,,,,,,,37.5, 140.0
869,Tsunami,1614,11.0,,7.7,,7.7,,,JAPAN,,JAPAN:  NIIGATA PREFECTURE,30.0,,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,37.5, 138.0
867,,1614,5.0,,,,,,11.0,AZORES (PORTUGAL),,AZORES:  PRAIA,130.0,,,,,,,,,,,,,,,,,,,,,,,,,38.4, -27.0
868,,1614,5.0,,,,,,10.0,AZORES (PORTUGAL),,AZORES:  TERCEIRA,130.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),38.4, -24.1
871,,1615,6.0,,6.4,,,,,JAPAN,,JAPAN,30.0,,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,35.7, 139.7
874,Tsunami,1615,9.0,,7.5,,,,10.0,CHILE,,CHILE:  ARICA,160.0,,,,,,,,MODERATE (~$1 to $5 million),,,,Some (~51 to 100 houses),,,,,,,,MODERATE (~$1 to $5 million),,,,Some (~51 to 100 houses),-18.5, -70.35
877,Tsunami,1616,9.0,,7.0,,7.0,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,30.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,38.1, 142.0
5960,Tsunami,1616,12.0,,7.5,,7.5,,,JAPAN,,JAPAN: SANRIKU,30.0,,,,,,,,,,,,,200.0,Many (~101 to 1000 deaths),,,,,,,,,,,39.0, 144.5
5961,Tsunami,1619,5.0,,6.4,,6.4,,,JAPAN,,"YATSUSHIRO, JAPAN",30.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,32.5, 130.6
884,,1619,2.0,,,,,,,MEXICO,,MEXICO:  OAXACA,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,17.0, -96.3
889,,1619,11.0,,,,,,10.0,PHILIPPINES,,"PHILIPPINES:  N LUZON:  ILOCOS PROV,ZAGAIAN PROV",170.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,18.2, 121.6
890,,1620,,,,,,,9.0,PHILIPPINES,,"PHILIPPINES:  PANAY,ILOILO,CAPIZ",170.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,10.8, 122.5
892,,1621,5.0,,,,,,,PANAMA,,PANAMA:  PANAMA,100.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,8.6, -79.3
894,,1622,5.0,,,,,,,MEXICO,,MEXICO:  ZACATECAS,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,23.0, -103.0
5962,Tsunami,1627,9.0,,8.0,,8.0,,10.0,PHILIPPINES,,PHILIPPINES:  W. LUZON ISLAND:  CAGAYAN:  BANGUI,170.0,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,18.4, 121.6
912,,1628,,,,,,,9.0,PHILIPPINES,,"PHILIPPINES:  LUZON:  CAMALIG, ALBAY",170.0,,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 houses),,,,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,13.2, 123.7
5965,Tsunami,1629,8.0,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170.0,,,,,,,,,,,,,,,,,,,,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,-4.6, 129.9
9392,Tsunami,1630,,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-4.6, 129.9
5966,Tsunami,1633,5.0,,,,,,,CHILE,,CHILE:  FORT CARELMAPU,160.0,,,,,,,,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,-41.8, -73.8
925,Tsunami,1633,3.0,,7.1,,7.1,,,JAPAN,,JAPAN:  ODAWARA,30.0,150.0,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,150.0,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,35.2, 139.2
932,,1636,12.0,,,,,,9.0,PHILIPPINES,,PHILIPPINES:  MINDANAO:  ILLANA BAY,170.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,7.6, 123.7
941,,1639,12.0,,,,,,10.0,CHILE,,CHILE,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-30.0, -71.4
942,Tsunami,1640,7.0,,6.5,,6.5,,,JAPAN,,JAPAN:  UCHIURA BAY,30.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,700.0,Many (~101 to 1000 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),20.0,Few (~1 to 50 houses),,,42.07, 140.68
948,,1641,1.0,,,,,,10.0,PHILIPPINES,,PHILIPPINES:  LUZON:  APARRI,170.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,18.2, 121.7
6019,Tsunami,1642,9.0,,6.7,,6.7,,,JAPAN,,"BOSO, JAPAN",30.0,,,,,,,,,,,,,,,,,,,,,,,,,35.2, 140.6
5969,Tsunami,1644,10.0,,6.9,,6.9,,,JAPAN,,JAPAN:  NW. HONSHU ISLAND,30.0,,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),28.0,Few (~1 to 50 houses),,,117.0,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),28.0,Few (~1 to 50 houses),,,39.4, 140.1
954,,1644,1.0,,7.0,,,,10.0,COLOMBIA,,"COLOMBIA:  PAMPLOMA,HERRAN; VENEZUELA: MERIDA",160.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,7.5, -72.5
961,Tsunami,1645,11.0,,8.0,,8.0,,10.0,PHILIPPINES,,PHILIPPINES:  LUZON:  S BATANGAS TO N CAGAYAN,170.0,600.0,Many (~101 to 1000 deaths),,,2500.0,Very Many (~1001 or more deaths),,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,,600.0,Many (~101 to 1000 deaths),,,2500.0,Very Many (~1001 or more deaths),,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,,14.4, 121.0
963,,1645,12.0,,,,,,7.0,PHILIPPINES,,PHILIPPINES:  LUZON: S BATANGAS TO N CAGAYAN,170.0,,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,14.4, 121.0
966,Tsunami,1646,6.0,,7.6,,7.6,,,JAPAN,,JAPAN:  SANRIKU:  SENDAI,30.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,SEVERE (~>$5 to $24 million),,,,,37.7, 141.7
972,,1647,6.0,,6.4,,,,,JAPAN,,JAPAN,30.0,,Some (~51 to 100 deaths),,,,,,,,,,,,,,,,,,,,,,,36.0, 140.0
970,,1647,5.0,,8.5,,8.5,,11.0,CHILE,,CHILE:  SANTIAGO,160.0,1000.0,Many (~101 to 1000 deaths),,,,,,EXTREME (~$25 million or more),300.0,Many (~101 to 1000 houses),,,1000.0,Many (~101 to 1000 deaths),,,,,,EXTREME (~$25 million or more),300.0,Many (~101 to 1000 houses),,,-33.4, -70.6
974,,1648,,,,,,,8.0,PHILIPPINES,,PHILIPPINES:  LUZON:  S,170.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,15.0, 121.0
978,,1649,7.0,,,,,,,JAPAN,,JAPAN:  TOKYO,30.0,200.0,Many (~101 to 1000 deaths),,,,,,,,,,,200.0,Many (~101 to 1000 deaths),,,,,,,,,,,35.5, 140.0
983,,1652,6.0,10.0,5.8,,5.8,,9.0,RUSSIA,,RUSSIA:  CAUCASUS,40.0,,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,42.1, 47.7
6025,Tsunami,1653,7.0,,,,,,,PHILIPPINES,,PHILIPPINES:  MINDORO ISLAND,170.0,,,,,,,,,,,,,,,,,,,,,,,,,13.1, 121.6
1003,Tsunami,1657,3.0,,8.0,,8.0,,11.0,CHILE,,"CHILE:  CONCEPCION, CHILLAN",160.0,,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,40.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,-36.83, -73.03
5973,Tsunami,1657,12.0,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-3.0, 128.0
5744,Tsunami,1657,7.0,,,,,,,CHILE,,CHILE:  SANTIAGO,160.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-33.5, -70.7
1008,,1658,8.0,,,,,,9.0,PHILIPPINES,,"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ",170.0,,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,14.4, 120.6
1010,,1659,4.0,,,,,,,JAPAN,,JAPAN:  AIDU,30.0,39.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,37.5, 140.0
6027,Tsunami,1659,11.0,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-6.92, 129.125
5975,Tsunami,1662,10.0,,7.6,,7.6,,,JAPAN,,JAPAN:  HIUGANADA,30.0,,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,200.0,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),2500.0,Very Many (~1001 or more houses),,,31.7, 132.0
1023,,1662,6.0,,,,,,,JAPAN,,JAPAN:  YAMASIRO,30.0,600.0,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,35.5, 136.0
1022,,1662,6.0,,,,,,,MEXICO,,MEXICO:  OAXACA,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,17.0, -96.3
1026,,1663,2.0,,,,,,10.0,CANADA,,CANADA:  ST LAWRENCE VALLEY,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,,,,,47.6, -70.1
1033,,1665,6.0,,,,,,8.0,PHILIPPINES,,PHILIPPINES:  MANILA,170.0,19.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,14.6, 121.0
5976,Tsunami,1666,5.0,,6.4,,6.4,,,JAPAN,,"TOKAIDO, JAPAN",30.0,,,,,,,,,,,,,,Some (~51 to 100 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,35.0, 136.8
1034,,1666,2.0,,,,,,,JAPAN,,JAPAN:  TAKATA,30.0,1500.0,Very Many (~1001 or more deaths),,,,,,,,,,,1500.0,Very Many (~1001 or more deaths),,,,,,,,,,,37.0, 138.0
1044,,1667,7.0,,,,,,,MEXICO,,MEXICO:  PUEBLA,150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,18.8, -98.0
6005,Tsunami,1667,,,6.7,,6.7,,,JAPAN,,"MIYAKOJIMA, JAPAN",30.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0, 125.5
6013,Tsunami,1668,4.0,,,,,,4.0,USA,MA,"BOSTON AND SALEM, MASSACHUSETTS",150.0,,,,,,,,,,,,,,,,,,,,,,,,,42.35, -71.05
5978,Tsunami,1670,12.0,,6.4,,6.4,,,JAPAN,,"BOSO, JAPAN",30.0,,,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,35.5, 141.0
9814,Tsunami,1671,2.0,,6.9,,6.9,,,JAPAN,,JAPAN:  NANKAIDO,30.0,,,,,,,,,,,,,,,,,,,,,,,,,33.4, 134.7
5980,Tsunami,1673,5.0,,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,1.375, 127.52
5981,Tsunami,1673,7.0,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-3.0, 128.0
5982,Tsunami,1673,8.0,,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,Many (~101 to 1000 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,1.375, 127.52
5984,Tsunami,1674,5.0,,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-3.7, 128.2
5983,Tsunami,1674,2.0,40.0,6.8,,6.8,,,INDONESIA,,"INDONESIA:  AMBON ISLAND, SERAM ISLAND",170.0,86.0,Some (~51 to 100 deaths),,,35.0,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,2330.0,Very Many (~1001 or more deaths),,,41.0,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,,-3.75, 127.75
5985,Tsunami,1675,3.0,,,,,,8.0,PHILIPPINES,,"PHILIPPINES:  MINDORO ISLAND, LUZON ISLAND",170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,13.0, 121.0
1073,,1676,7.0,,,,,,,JAPAN,,JAPAN:  TUWANO,30.0,7.0,Few (~1 to 50 deaths),,,,,,,,,,,,,,,,,,,,,,,34.5, 132.0
1077,Tsunami,1677,12.0,,,,,,,PHILIPPINES,,"PHILIPPINES:  LUZON:  CENTRAL,S",170.0,2.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),2.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),14.5, 120.5
1075,Tsunami,1677,4.0,,8.1,,8.1,,,JAPAN,,JAPAN:  SANRIKU,30.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,40.0, 144.0
1076,Tsunami,1677,11.0,,7.4,,7.4,,,JAPAN,,JAPAN:  OFF SE. BOSO PENINSULA,30.0,,,,,,,,,,,,,500.0,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),1001.0,Very Many (~1001 or more houses),,,35.0, 141.5
1084,,1678,10.0,,7.4,,,,,JAPAN,,"JAPAN:  SANRIKU,RIKUCHU",30.0,1.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,,,,,,38.6, 142.0
10076,Tsunami,1680,9.0,,,,,,,JAPAN,,JAPAN:  TOTOMI-NADA,30.0,,,,,,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,Many (~101 to 1000 houses),,,34.6, 137.6
1090,Tsunami,1681,3.0,,7.5,,7.5,,10.0,CHILE,,CHILE,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-18.5, -70.35
9892,Tsunami,1681,12.0,,,,,,,INDONESIA,,INDONESIA:  SUMATRA:  MENTAWAI ISLANDS,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,1682,,,,,,,,MEXICO,,"MEXICO:  OAXACA,MEXICO CITY",150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,17.0, -96.3
5988,Tsunami,1687,7.0,,7.5,,7.5,,8.0,CHILE,,CHILE:  SANTIAGO,160.0,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,-32.8, -70.7
1107,,1688,,15.0,5.3,,5.3,,7.0,RUSSIA,,RUSSIA:  TERSK,40.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,43.7, 44.7
1133,,1694,6.0,,,,,,,JAPAN,,JAPAN:  UGO,30.0,394.0,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),2760.0,Very Many (~1001 or more houses),,,394.0,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),2760.0,Very Many (~1001 or more houses),,,40.0, 139.5
1143,,1697,2.0,,,,,,,MEXICO,,"MEXICO:  MEXICO CITY,ACAPULCO",150.0,,,,,,,,SEVERE (~>$5 to $24 million),,,,,,,,,,,,,,,,,16.7, -99.2
5989,Tsunami,1698,12.0,,6.4,,6.4,,,JAPAN,,SEIKAIDO-NANKAIDO,30.0,,,,,,,,,,,,,,,,,,,,,,,,,33.3, 131.7
